"","Date","Exchange.Rate","WTI.Cushing","Brent.Sullom.Voe.UK","Mixed.Sweet.Blend.Edmonton","Synthetic.Edmonton","Western.Canada.Select.Hardisty","Implied.Bitumen.Hardisty","Cdn.Light.Sweet.Edmonton","Cdn.Light.Sweet.Chicago","WTI.Chicago","Western.Canada.Select.Chicago","Brent.Montreal"
"1","2018-10-01","1.3058","618","707","416","462","294","186",NA,NA,NA,NA,NA
"2","2018-10-02","1.3141","622","703","426","459","285","170",NA,NA,NA,NA,NA
"3","2018-10-03","1.3156","632","697","435","459","287","162",NA,NA,NA,NA,NA
"4","2018-10-04","1.3061","611","688","413","438","255","133",NA,NA,NA,NA,NA
"5","2018-10-05","1.3047","610","698","405","430","241","112",NA,NA,NA,NA,NA
"6","2018-10-06","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"7","2018-10-07","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"8","2018-10-08","1.3037","609","679","412","429","244","117",NA,NA,NA,NA,NA
"9","2018-10-10","1.2997","613","658","390","423","229","92",NA,NA,NA,NA,NA
"10","2018-10-10","1.3082","602","665","378","415","215","78",NA,NA,NA,NA,NA
"11","2018-10-11","1.3026","581","664","313","332","172","24",NA,NA,NA,NA,NA
"12","2018-10-12","1.2967","582","666","349","358","186","42",NA,NA,NA,NA,NA
"13","2018-10-13","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"14","2018-10-14","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"15","2018-10-15","1.2932","584","654","366","381","210","80",NA,NA,NA,NA,NA
"16","2018-10-16","1.2907","584","644","355","377","202","69",NA,NA,NA,NA,NA
"17","2018-10-17","1.2983","570","654","341","345","182","46",NA,NA,NA,NA,NA
"18","2018-10-18","1.3040","563","652","342","359","201","76",NA,NA,NA,NA,NA
"19","2018-10-19","1.3095","569","623","359","365","216","96",NA,NA,NA,NA,NA
"20","2018-10-20","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"21","2018-10-21","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"22","2018-10-22","1.3189","574","626","350","376","215","94",NA,NA,NA,NA,NA
"23","2018-10-23","1.3178","550","631","294","327","169","41",NA,NA,NA,NA,NA
"24","2018-10-24","1.3142","552","639","313","329","174","53",NA,NA,NA,NA,NA
"25","2018-10-25","1.3161","557","632","309","326","201","95",NA,NA,NA,NA,NA
"26","2018-10-26","1.3164","560","627","311","332","202","94",NA,NA,NA,NA,NA
"27","2018-10-27","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"28","2018-10-28","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"29","2018-10-29","1.3067","551","607","304","321","206","104",NA,NA,NA,NA,NA
"30","2018-10-30","1.2998","541","589","271","292","210","117",NA,NA,NA,NA,NA
"31","2018-10-31","1.2998","534","590","251","285","182","82",NA,NA,NA,NA,NA
"32","2018-09-01","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"33","2018-09-02","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"34","2018-09-03","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"35","2018-09-04","1.3182","579","643","496","549","372","292",NA,NA,NA,NA,NA
"36","2018-09-05","1.3185","570","635","479","528","373","297",NA,NA,NA,NA,NA
"37","2018-09-06","1.3188","562","633","429","494","338","262",NA,NA,NA,NA,NA
"38","2018-09-07","1.3164","561","635","428","493","337","261",NA,NA,NA,NA,NA
"39","2018-09-08","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"40","2018-09-09","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"41","2018-09-10","1.3163","559","638","427","476","327","248",NA,NA,NA,NA,NA
"42","2018-09-11","1.3141","572","654","415","469","316","247",NA,NA,NA,NA,NA
"43","2018-09-12","1.3014","576","653","421","470","302","219",NA,NA,NA,NA,NA
"44","2018-09-13","1.2997","561","641","411","467","279","200",NA,NA,NA,NA,NA
"45","2018-09-14","1.3033","566","641","410","463","270","184",NA,NA,NA,NA,NA
"46","2018-09-15","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"47","2018-09-16","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"48","2018-09-17","1.3019","564","638","409","454","278","195",NA,NA,NA,NA,NA
"49","2018-09-18","1.2992","571","643","416","454","307","234",NA,NA,NA,NA,NA
"50","2018-09-19","1.2947","579","645","424","470","316","234",NA,NA,NA,NA,NA
"51","2018-09-20","1.2905","575","637","437","473","297","199",NA,NA,NA,NA,NA
"52","2018-09-21","1.2916","583","635","437","474","298","199",NA,NA,NA,NA,NA
"53","2018-09-22","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"54","2018-09-23","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"55","2018-09-24","1.2935","595","657","456","489","312","217",NA,NA,NA,NA,NA
"56","2018-09-25","1.2948","591","661","458","491","308","210",NA,NA,NA,NA,NA
"57","2018-09-26","1.2975","584","663","454","486","303","205",NA,NA,NA,NA,NA
"58","2018-09-27","1.3045","592","668","432","481","303","200",NA,NA,NA,NA,NA
"59","2018-09-28","1.2945","596","675","442","474","312","211",NA,NA,NA,NA,NA
"60","2018-09-29","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"61","2018-09-30","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"62","2018-08-01","1.3002","546","607","504","558","312","211",NA,NA,NA,NA,NA
"63","2018-08-02","1.3014","564","601","525","585","312","207",NA,NA,NA,NA,NA
"64","2018-08-03","1.2983","559","598","515","584","306","199",NA,NA,NA,NA,NA
"65","2018-08-04","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"66","2018-08-05","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"67","2018-08-06","1.2983","564","602","519","588","308","209",NA,NA,NA,NA,NA
"68","2018-08-07","1.3023","567","611","521","582","305","198",NA,NA,NA,NA,NA
"69","2018-08-08","1.3052","550","593","498","564","295","188",NA,NA,NA,NA,NA
"70","2018-08-09","1.3004","546","589","479","555","322","228",NA,NA,NA,NA,NA
"71","2018-08-10","1.3113","558","601","492","566","335","243",NA,NA,NA,NA,NA
"72","2018-08-11","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"73","2018-08-12","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"74","2018-08-13","1.3136","555","600","456","530","314","218",NA,NA,NA,NA,NA
"75","2018-08-14","1.3087","552","596","472","526","320","227",NA,NA,NA,NA,NA
"76","2018-08-15","1.3138","537","585","457","512","310","221",NA,NA,NA,NA,NA
"77","2018-08-16","1.3152","542","581","460","513","306","218",NA,NA,NA,NA,NA
"78","2018-08-17","1.3081","542","584","460","512","298","206",NA,NA,NA,NA,NA
"79","2018-08-18","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"80","2018-08-19","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"81","2018-08-20","1.3065","546","587","464","509","295","200",NA,NA,NA,NA,NA
"82","2018-08-21","1.3036","552","591","470","511","298","201",NA,NA,NA,NA,NA
"83","2018-08-22","1.3016","565","608","472","527","335","247",NA,NA,NA,NA,NA
"84","2018-08-23","1.3063","566","610","473","529","335","247",NA,NA,NA,NA,NA
"85","2018-08-24","1.3036","572","615","479","535","342","254",NA,NA,NA,NA,NA
"86","2018-08-25","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"87","2018-08-26","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"88","2018-08-27","1.2986","563","618","485","538","334","243",NA,NA,NA,NA,NA
"89","2018-08-28","1.2917","557","614","482","532","335","247",NA,NA,NA,NA,NA
"90","2018-08-29","1.2931","565","627","490","541","348","262",NA,NA,NA,NA,NA
"91","2018-08-30","1.298","574","629","492","547","351","264",NA,NA,NA,NA,NA
"92","2018-08-31","1.3055","573","634","491","546","349","261",NA,NA,NA,NA,NA
"93","2018-07-02","1.3168","612","658",NA,"593","438","375","558",NA,NA,NA,NA
"94","2018-07-03","1.3254","618","648",NA,"626","443","380","573",NA,NA,NA,NA
"95","2018-07-04","-","-","-",NA,"-","-","-","-",NA,NA,NA,NA
"96","2018-07-05","1.3129","602","639",NA,"587","436","373","555",NA,NA,NA,NA
"97","2018-07-06","1.3105","608","636",NA,"604","447","385","561",NA,NA,NA,NA
"98","2018-07-07","-","-","-",NA,"-","-","-","-",NA,NA,NA,NA
"99","2018-07-08","-","-","-",NA,"-","-","-","-",NA,NA,NA,NA
"100","2018-07-09","1.3097","608","643",NA,"615","452","390","568",NA,NA,NA,NA
"101","2018-07-10","1.3125","612","651",NA,"622","458","400","572",NA,NA,NA,NA
"102","2018-07-11","1.3151","582","607",NA,"593","428","367","541",NA,NA,NA,NA
"103","2018-07-12","1.3166","582","617",NA,"593","421","359","542",NA,NA,NA,NA
"104","2018-07-13","1.3171","588","624",NA,"601","449","397","547",NA,NA,NA,NA
"105","2018-07-14","-","-","-",NA,"-","-","-","-",NA,NA,NA,NA
"106","2018-07-15","-","-","-",NA,"-","-","-","-",NA,NA,NA,NA
"107","2018-07-16","1.3137","562","594",NA,"575","428","379","521",NA,NA,NA,NA
"108","2018-07-17","1.3187","565","599",NA,"564","414","357","523",NA,NA,NA,NA
"109","2018-07-18","1.3204","571","605",NA,"573","355","267","529",NA,NA,NA,NA
"110","2018-07-19","1.3255","579","605",NA,"548","350","256","525",NA,NA,NA,NA
"111","2018-07-20","1.3142","582","604",NA,"544","348","250","526",NA,NA,NA,NA
"112","2018-07-21","-","-","-",NA,"-","-","-","-",NA,NA,NA,NA
"113","2018-07-22","-","-","-",NA,"-","-","-","-",NA,NA,NA,NA
"114","2018-07-23","1.3156","562","605",NA,"541","343","252","505",NA,NA,NA,NA
"115","2018-07-24","1.3157","567","608",NA,"546","348","257","524",NA,NA,NA,NA
"116","2018-07-25","1.3088","571","609",NA,"550","350","259","528",NA,NA,NA,NA
"117","2018-07-26","1.3065","572","613",NA,"552","335","236","521",NA,NA,NA,NA
"118","2018-07-27","1.3062","564","610",NA,"544","327","228","507",NA,NA,NA,NA
"119","2018-07-28","-","-","-",NA,"-","-","-","-",NA,NA,NA,NA
"120","2018-07-29","-","-","-",NA,"-","-","-","-",NA,NA,NA,NA
"121","2018-07-30","1.3021","574","614",NA,"554","337","237","518",NA,NA,NA,NA
"122","2018-07-31","1.3017","563","608",NA,"547","326","226","506",NA,NA,NA,NA
"123","2018-06-01","1.2964","537","633",NA,"484","325","239","464",NA,NA,NA,NA
"124","2018-06-02","-","-","-",NA,"-","-","-","-",NA,NA,NA,NA
"125","2018-06-03","-","-","-",NA,"-","-","-","-",NA,NA,NA,NA
"126","2018-06-04","1.2928","527","612",NA,"495","414","371","463",NA,NA,NA,NA
"127","2018-06-05","1.2993","535","616",NA,"505","415","367","475",NA,NA,NA,NA
"128","2018-06-06","1.2913","526","612",NA,"498","402","353","465",NA,NA,NA,NA
"129","2018-06-07","1.2972","538","631",NA,"510","406","353","477",NA,NA,NA,NA
"130","2018-06-08","1.2962","536","623",NA,"508","391","323","473",NA,NA,NA,NA
"131","2018-06-09","-","-","-",NA,"-","-","-","-",NA,NA,NA,NA
"132","2018-06-10","-","-","-",NA,"-","-","-","-",NA,NA,NA,NA
"133","2018-06-11","1.2993","540","625",NA,"511","387","340","478",NA,NA,NA,NA
"134","2018-06-12","1.3004","543","621",NA,"512","390","330","480",NA,NA,NA,NA
"135","2018-06-13","1.2988","544","627",NA,"516","393","333","482",NA,NA,NA,NA
"136","2018-06-14","1.3052","549","623",NA,"512","397","338","485",NA,NA,NA,NA
"137","2018-06-15","1.3177","539","609",NA,"508","388","329","475",NA,NA,NA,NA
"138","2018-06-16","-","-","-",NA,"-","-","-","-",NA,NA,NA,NA
"139","2018-06-17","-","-","-",NA,"-","-","-","-",NA,NA,NA,NA
"140","2018-06-18","1.3208","547","626",NA,"513","350","273","482",NA,NA,NA,NA
"141","2018-06-19","1.3276","543","627",NA,"509","346","268","485",NA,NA,NA,NA
"142","2018-06-20","1.3301","554","625",NA,"525","349","268","495",NA,NA,NA,NA
"143","2018-06-21","1.331","549","612",NA,"518","342","260","490",NA,NA,NA,NA
"144","2018-06-22","1.3308","574","632",NA,"536","365","283","515",NA,NA,NA,NA
"145","2018-06-23","-","-","-",NA,"-","-","-","-",NA,NA,NA,NA
"146","2018-06-24","-","-","-",NA,"-","-","-","-",NA,NA,NA,NA
"147","2018-06-25","1.3303","570","625",NA,"539","371","295","522",NA,NA,NA,NA
"148","2018-06-26","1.3306","590","639",NA,"567","419","355","540",NA,NA,NA,NA
"149","2018-06-27","1.3307","609","645",NA,"590","442","380","561",NA,NA,NA,NA
"150","2018-06-28","1.3267","613","650",NA,"595","431","364","565",NA,NA,NA,NA
"151","2018-06-29","1.3168","614","658",NA,"591","440","376","567",NA,NA,NA,NA
"152","2018-05-01","-","-","-",NA,"-","-","-","-",NA,NA,NA,NA
"153","2018-05-02","1.2851","549","593",NA,"517","426","374","493",NA,NA,NA,NA
"154","2018-05-03","1.2862","554","596",NA,"522","425","371","495",NA,NA,NA,NA
"155","2018-05-04","1.2861","564","606",NA,"534","434","379","508",NA,NA,NA,NA
"156","2018-05-05","-","-","-",NA,"-","-","-","-",NA,NA,NA,NA
"157","2018-05-06","-","-","-",NA,"-","-","-","-",NA,NA,NA,NA
"158","2018-05-07","1.2864","572","616",NA,"547","444","390","518",NA,NA,NA,NA
"159","2018-05-08","1.2963","563","610",NA,"537","434","380","506",NA,NA,NA,NA
"160","2018-05-09","1.2856","575","624",NA,"552","450","398","522",NA,NA,NA,NA
"161","2018-05-10","1.2775","573","623",NA,"545","451","401","519",NA,NA,NA,NA
"162","2018-05-11","1.2779","568","620",NA,"543","448","399","514",NA,NA,NA,NA
"163","2018-05-12","-","-","-",NA,"-","-","-","-",NA,NA,NA,NA
"164","2018-05-13","-","-","-",NA,"-","-","-","-",NA,NA,NA,NA
"165","2018-05-14","1.2775","570","629",NA,"547","448","400","516",NA,NA,NA,NA
"166","2018-05-15","1.2876","578","635",NA,"562","468","427","523",NA,NA,NA,NA
"167","2018-05-16","1.2809","576","639",NA,"561","467","426","522",NA,NA,NA,NA
"168","2018-05-17","1.2801","576","639",NA,"561","439","430","522",NA,NA,NA,NA
"169","2018-05-18","1.2880","577","636",NA,"564","437","383","523",NA,NA,NA,NA
"170","2018-05-19","-","-","-",NA,"-","-","-","-",NA,NA,NA,NA
"171","2018-05-20","-","-","-",NA,"-","-","-","-",NA,NA,NA,NA
"172","2018-05-21","1.2880","585","642",NA,"571","448","396","530",NA,NA,NA,NA
"173","2018-05-22","1.2786","580","640",NA,"566","438","383","525",NA,NA,NA,NA
"174","2018-05-23","1.2876","582","646",NA,"556","444","391","526",NA,NA,NA,NA
"175","2018-05-24","1.2891","573","639",NA,"541","433","379","516",NA,NA,NA,NA
"176","2018-05-25","1.2974","554","624",NA,"538","413","359","496",NA,NA,NA,NA
"177","2018-05-26","-","-","-",NA,"-","-","-","-",NA,NA,NA,NA
"178","2018-05-27","-","-","-",NA,"-","-","-","-",NA,NA,NA,NA
"179","2018-05-28","-","-","-",NA,"-","-","-","-",NA,NA,NA,NA
"180","2018-05-29","1.3020","546","617",NA,"522","387","323","473",NA,NA,NA,NA
"181","2018-05-30","1.2897","553","629",NA,"523","348","265","480",NA,NA,NA,NA
"182","2018-05-31","1.2948","546","632",NA,"520","342","257","473",NA,NA,NA,NA
"183","2018-04-01","-","-","-",NA,"-","-","-","-",NA,NA,NA,NA
"184","2018-04-02","1.2894","511","569",NA,"519","333","302","479",NA,NA,NA,NA
"185","2018-04-03","1.2908","516","553",NA,"510","368","302","476",NA,NA,NA,NA
"186","2018-04-04","1.2809","511","548",NA,"498","377","316","468",NA,NA,NA,NA
"187","2018-04-05","1.2776","511","549",NA,"497","374","312","468",NA,NA,NA,NA
"188","2018-04-06","1.2764","498","539",NA,"483","362","299","453",NA,NA,NA,NA
"189","2018-04-07","-","-","-",NA,"-","-","-","-",NA,NA,NA,NA
"190","2018-04-08","-","-","-",NA,"-","-","-","-",NA,NA,NA,NA
"191","2018-04-09","1.2729","508","550",NA,"485","378","318","461",NA,NA,NA,NA
"192","2018-04-10","1.2618","520","564",NA,"501","395","339","474",NA,NA,NA,NA
"193","2018-04-11","1.2584","529","570",NA,"511","410","357","482",NA,NA,NA,NA
"194","2018-04-12","1.2596","531","571",NA,"514","413","360","484",NA,NA,NA,NA
"195","2018-04-13","1.2597","534","575",NA,"517","415","361","487",NA,NA,NA,NA
"196","2018-04-14","-","-","-",NA,"-","-","-","-",NA,NA,NA,NA
"197","2018-04-15","-","-","-",NA,"-","-","-","-",NA,NA,NA,NA
"198","2018-04-16","1.2579","524","565",NA,"509","405","351","477",NA,NA,NA,NA
"199","2018-04-17","1.2552","525","565",NA,"509","394","341","478",NA,NA,NA,NA
"200","2018-04-18","1.2614","543","583",NA,"527","406","389","487",NA,NA,NA,NA
"201","2018-04-19","1.2633","543","586",NA,"526","406","349","487",NA,NA,NA,NA
"202","2018-04-20","1.2728","547","593",NA,"531","410","352","491",NA,NA,NA,NA
"203","2018-04-21","-","-","-",NA,"-","-","-","-",NA,NA,NA,NA
"204","2018-04-22","-","-","-",NA,"-","-","-","-",NA,NA,NA,NA
"205","2018-04-23","1.2833","554","603",NA,"538","416","359","497",NA,NA,NA,NA
"206","2018-04-24","1.2828","546","596",NA,"530","408","351","489",NA,NA,NA,NA
"207","2018-04-25","1.2869","551","599",NA,"527","412","356","494",NA,NA,NA,NA
"208","2018-04-26","1.2862","552","605",NA,"525","411","353","495",NA,NA,NA,NA
"209","2018-04-27","1.2857","551","609",NA,"522","408","349","494",NA,NA,NA,NA
"210","2018-04-28","-","-","-",NA,"-","-","-","-",NA,NA,NA,NA
"211","2018-04-29","-","-","-",NA,"-","-","-","-",NA,NA,NA,NA
"212","2018-04-30","1.2836","554","607",NA,"543","420","364","505",NA,NA,NA,NA
"213","2018-03-01","1.2851","493","531",NA,"506","293","200","459",NA,NA,NA,NA
"214","2018-03-02","1.2891","497","522",NA,"510","300","208","462",NA,NA,NA,NA
"215","2018-03-03","-","-","-",NA,"-","-","-","-",NA,NA,NA,NA
"216","2018-03-03","-","-","-",NA,"-","-","-","-",NA,NA,NA,NA
"217","2018-03-05","1.2977","511","535",NA,"530","303","203","477",NA,NA,NA,NA
"218","2018-03-06","1.2898","508","534",NA,"534","293","193","480",NA,NA,NA,NA
"219","2018-03-07","1.2947","498","524",NA,"537","278","167","472",NA,NA,NA,NA
"220","2018-03-08","1.2927","489","517",NA,"523","275","172","469",NA,NA,NA,NA
"221","2018-03-09","1.2840","501","529",NA,"525","295","195","472",NA,NA,NA,NA
"222","2018-03-10","-","-","-",NA,"-","-","-","-",NA,NA,NA,NA
"223","2018-03-11","-","-","-",NA,"-","-","-","-",NA,NA,NA,NA
"224","2018-03-12","1.2830","495","524",NA,"519","289","189","466",NA,NA,NA,NA
"225","2018-03-13","1.2912","493","525",NA,"517","286","185","461",NA,NA,NA,NA
